prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
1,2,0.0149,0.0714,CLAVICLE_RIGHT
2,3,0.0573,0.1673,NOSE
3,4,0.0046,0.0174,BACK_RIGHT
4,5,0.0003,0.0014,BACK_RIGHT
5,6,0.0,0.0,PELVIS
6,7,0.0,0.0,PELVIS
7,8,0.0,0.0,BICEPS_RIGHT
8,9,0.0055,0.0289,NOSE
9,10,0.0001,0.0005,BACK_RIGHT
10,11,0.0,0.0,BACK_RIGHT
11,12,0.0,0.0,PELVIS
12,13,0.0,0.0,PELVIS
13,14,0.0,0.0,PELVIS
14,15,0.006,0.0208,NOSE
15,16,0.0055,0.0267,SHOULDER_RIGHT
16,17,0.0003,0.0019,SHOULDER_RIGHT
17,18,0.0,0.0001,SHOULDER_RIGHT
18,19,0.0,0.0,PELVIS
19,20,0.0,0.0,PELVIS
20,21,0.0001,0.0007,SHOULDER_RIGHT
21,22,0.0045,0.0276,HIP_RIGHT
22,23,0.0,0.0002,HIP_RIGHT
23,24,0.0,0.0,CLAVICLE_RIGHT
24,25,0.0025,0.0107,HIP_RIGHT
25,26,0.0,0.0001,SHOULDER_RIGHT
26,27,0.0,0.0,PELVIS
27,28,0.0052,0.0181,WRIST_LEFT
28,29,0.0007,0.0036,HIP_RIGHT
29,30,0.0106,0.0542,SHOULDER_RIGHT
30,31,0.0285,0.1376,SHOULDER_RIGHT
31,32,0.0016,0.0048,HIP_RIGHT
32,33,0.0007,0.0023,SHOULDER_RIGHT
33,34,0.0009,0.0043,SHOULDER_RIGHT
34,35,0.023,0.1136,SHOULDER_RIGHT
35,36,0.003,0.01,BACK_RIGHT
36,37,0.0253,0.058,WRIST_LEFT
37,38,0.0067,0.026,WRIST_LEFT
38,39,0.019,0.0379,EYE_RIGHT
39,40,0.0053,0.0168,ELBOW_RIGHT
40,41,0.0045,0.0141,BICEPS_LEFT
41,42,0.0211,0.1254,WRIST_LEFT
42,43,0.0024,0.008,WRIST_LEFT
43,44,0.0364,0.1023,EYE_RIGHT
44,45,0.0026,0.0151,EAR_RIGHT
45,46,0.0695,0.1988,HEAD
46,47,0.0317,0.1433,NOSE
47,48,0.0201,0.0775,NOSE
48,49,0.034,0.1039,HIP_RIGHT
49,50,0.0347,0.1004,EAR_RIGHT
50,51,0.0229,0.0813,NOSE
53,54,0.0115,0.0475,NOSE
54,55,0.0,0.0,PELVIS
55,56,0.0323,0.1485,ELBOW_LEFT
58,59,0.0001,0.0004,SHOULDER_RIGHT
61,62,0.0899,0.5276,SHOULDER_RIGHT
62,63,0.0093,0.055,SHOULDER_RIGHT
63,64,0.004,0.0267,NOSE
64,65,0.0388,0.1672,FOOT_RIGHT
65,66,0.0115,0.049,SHOULDER_RIGHT
66,67,0.0089,0.0442,WRIST_LEFT
67,68,0.3359,0.6259,KNEE_LEFT
68,69,0.0509,0.143,ELBOW_LEFT
69,70,0.0676,0.2592,KNEE_RIGHT
70,71,0.0106,0.0367,HIP_RIGHT
71,72,0.0047,0.0268,EAR_RIGHT
72,73,0.0001,0.0004,EAR_RIGHT
73,74,0.0001,0.0003,HIP_RIGHT
74,75,0.0189,0.0608,EAR_LEFT
75,76,0.0013,0.0054,EAR_RIGHT
76,77,0.0411,0.1578,FOOT_LEFT
77,78,0.0208,0.0593,NOSE
78,79,0.0221,0.0553,HIP_RIGHT
79,80,0.013,0.0368,EAR_RIGHT
80,81,0.018,0.0919,EAR_RIGHT
81,82,0.0167,0.0626,EAR_RIGHT
82,83,0.0136,0.0458,EAR_RIGHT
83,84,0.0152,0.04,EAR_RIGHT
84,85,0.0156,0.0352,FOOT_RIGHT
85,86,0.0079,0.0193,FOOT_RIGHT
86,87,0.0065,0.0256,KNEE_RIGHT
87,88,0.0063,0.0173,EAR_RIGHT
88,89,0.0079,0.0385,HIP_RIGHT
89,90,0.006,0.0167,EAR_RIGHT
90,91,0.0431,0.2655,EAR_LEFT
91,92,0.0208,0.0856,EAR_RIGHT
92,93,0.0052,0.0195,NOSE
93,94,0.0081,0.0394,NOSE
94,95,0.0181,0.1189,EAR_LEFT
95,96,0.0149,0.1074,EAR_LEFT
96,97,0.0064,0.0315,EAR_RIGHT
97,98,0.0048,0.0136,EAR_LEFT
98,99,0.0023,0.0084,EAR_LEFT
99,100,0.0033,0.0109,KNEE_RIGHT
100,101,0.002,0.0078,KNEE_RIGHT
101,102,0.007,0.0282,ANKLE_LEFT
102,103,0.0001,0.0006,KNEE_RIGHT
103,104,0.0,0.0,PELVIS
104,105,0.0198,0.099,EAR_LEFT
105,106,0.0058,0.0181,EAR_RIGHT
106,107,0.0063,0.0149,ANKLE_LEFT
107,108,0.0022,0.0087,KNEE_RIGHT
108,109,0.007,0.0191,KNEE_RIGHT
109,110,0.0084,0.0251,EAR_RIGHT
110,111,0.0,0.0,KNEE_RIGHT
