prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
1,2,0.0,0.0001,WRIST_THUMB_RIGHT
2,3,0.0326,0.0826,HIP_RIGHT
3,4,0.0007,0.0016,BICEPS_LEFT
4,5,0.0142,0.0426,NOSE
5,6,0.0001,0.0001,NOSE
6,7,0.0025,0.0076,NOSE
7,8,0.026,0.1347,KNEE_LEFT
8,9,0.02,0.0703,ANKLE_LEFT
9,10,0.0408,0.1834,KNEE_LEFT
10,11,0.0004,0.0008,BICEPS_LEFT
11,12,0.0273,0.1424,KNEE_LEFT
12,13,0.0177,0.0577,ANKLE_LEFT
13,14,0.0127,0.0425,ANKLE_LEFT
14,15,0.0074,0.032,KNEE_RIGHT
15,16,0.009,0.0278,FOOT_LEFT
16,17,0.0058,0.0224,HIP_RIGHT
17,18,0.005,0.0197,HIP_RIGHT
18,19,0.0053,0.017,HIP_RIGHT
19,20,0.0059,0.015,HIP_RIGHT
20,21,0.0042,0.0117,HIP_RIGHT
21,22,0.0047,0.0118,FOOT_RIGHT
22,23,0.0035,0.01,ANKLE_LEFT
23,24,0.003,0.0091,HIP_RIGHT
24,25,0.0042,0.0099,NOSE
25,26,0.0029,0.0062,HIP_RIGHT
26,27,0.0021,0.0058,HIP_RIGHT
27,28,0.0037,0.0088,NOSE
28,29,0.0032,0.0091,EYE_RIGHT
29,30,0.0087,0.0218,HEAD
30,31,0.0068,0.0232,NOSE
31,32,0.0031,0.0076,EAR_RIGHT
32,33,0.0032,0.0061,ANKLE_LEFT
33,34,0.0027,0.0069,NOSE
34,35,0.0059,0.0163,HEAD
35,36,0.0039,0.0144,NOSE
36,37,0.0023,0.006,NOSE
37,38,0.0035,0.0105,NOSE
38,39,0.0019,0.0049,NOSE
39,40,0.0077,0.022,EYE_LEFT
40,41,0.0044,0.0105,EAR_RIGHT
41,42,0.3021,0.995,NOSE
42,43,0.0431,0.1101,EYE_LEFT
43,44,0.0396,0.1298,EAR_RIGHT
44,45,0.0443,0.1537,EAR_RIGHT
45,46,0.0252,0.1139,EAR_RIGHT
46,47,0.0201,0.0853,NOSE
47,48,0.0153,0.0645,NOSE
48,49,0.0124,0.0521,EAR_RIGHT
49,50,0.0117,0.0424,EAR_RIGHT
50,51,0.0148,0.0406,EAR_RIGHT
51,52,0.003,0.0102,HIP_RIGHT
52,53,0.0125,0.0295,HIP_RIGHT
53,54,0.0,0.0001,HIP_RIGHT
54,55,0.0132,0.0653,HIP_RIGHT
55,56,0.012,0.0321,FOOT_LEFT
56,57,0.0069,0.0204,EAR_RIGHT
57,58,0.013,0.0496,HIP_RIGHT
58,59,0.0127,0.047,FOOT_LEFT
59,60,0.0068,0.0222,BICEPS_RIGHT
60,61,0.0087,0.0264,HIP_RIGHT
61,62,0.0055,0.0208,BICEPS_LEFT
62,63,0.0109,0.0328,HIP_RIGHT
63,64,0.0096,0.0347,KNEE_RIGHT
64,65,0.0098,0.026,HIP_RIGHT
65,66,0.0126,0.0644,ELBOW_LEFT
66,67,0.0143,0.0526,ELBOW_LEFT
67,68,0.0076,0.037,HIP_RIGHT
68,69,0.0107,0.0534,ELBOW_LEFT
69,70,0.0182,0.057,HIP_RIGHT
70,71,0.0171,0.0448,HIP_RIGHT
71,72,0.0166,0.061,ELBOW_LEFT
72,73,0.0145,0.0566,HIP_RIGHT
73,74,0.0134,0.0558,ELBOW_LEFT
74,75,0.0228,0.0541,HIP_RIGHT
75,76,0.0105,0.0429,KNEE_RIGHT
76,77,0.0107,0.0269,HIP_RIGHT
77,78,0.0063,0.0199,KNEE_RIGHT
78,79,0.0035,0.0105,HIP_RIGHT
79,80,0.0,0.0,HIP_RIGHT
80,81,0.008,0.0279,HIP_RIGHT
81,82,0.0067,0.0144,HIP_RIGHT
82,83,0.0047,0.0172,FOOT_LEFT
83,84,0.0003,0.0011,HIP_RIGHT
84,85,0.0055,0.021,FOOT_LEFT
85,86,0.0036,0.0114,FOOT_LEFT
86,87,0.0062,0.0203,HIP_RIGHT
87,88,0.0046,0.0121,HIP_RIGHT
