video_id,frame_index,timestamp_sec,subject_id,source_pose_index,phase_id,phase_label,neck_x_px,neck_y_px,neck_x_norm,neck_y_norm,shoulder_width_px,rshoulder_x_px,rshoulder_y_px,rshoulder_x_norm,rshoulder_y_norm,relbow_x_px,relbow_y_px,relbow_x_norm,relbow_y_norm,rwrist_x_px,rwrist_y_px,rwrist_x_norm,rwrist_y_norm,lshoulder_x_px,lshoulder_y_px,lshoulder_x_norm,lshoulder_y_norm,neck_dx_from_first_valid_px,neck_dy_from_first_valid_px,neck_frame_dx_px,neck_frame_dy_px,neck_frame_displacement_px,rshoulder_frame_displacement_px,lshoulder_frame_displacement_px,rshoulder_frame_dx_px,rshoulder_frame_dy_px,lshoulder_frame_dx_px,lshoulder_frame_dy_px,raw_confidence,trajectory_valid,trajectory_quality,quality_reason,source_observation_status,normalization_anchor_valid,normalization_origin,normalization_scale,first_valid_anchor_frame,absolute_pixel_coordinates_preserved,relbow_coordinate_available,relbow_joint_valid,relbow_source_status,relbow_effective_status,relbow_manual_status,relbow_quality_reason,relbow_manual_confidence,rwrist_coordinate_available,rwrist_joint_valid,rwrist_source_status,rwrist_effective_status,rwrist_manual_status,rwrist_quality_reason,rwrist_manual_confidence,interpolated,filtered,source,annotation_version
pick_place_pilot_v1_E001,0,0.0,P001,null,0,idle,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"[0.0,0.0,0.0,0.0,0.0]",false,missing,no_confirmed_track_identity,missing,false,Neck,shoulder_width,null,true,false,false,missing,missing,null,null,null,false,false,missing,missing,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,1,0.033333,P001,null,0,idle,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"[0.0,0.0,0.0,0.0,0.0]",false,missing,no_confirmed_track_identity,missing,false,Neck,shoulder_width,null,true,false,false,missing,missing,null,null,null,false,false,missing,missing,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,2,0.066667,P001,0,0,idle,645.039,217.943,0.0,0.0,171.1286190471951,558.871,210.196,-0.5035277002745868,-0.0452700433342683,462.893,288.531,-1.0643807039064954,0.4124850676235091,541.299,286.486,-0.6062107003352247,0.400534991643313,729.287,225.797,0.49230806903645685,0.045895304033476435,0.0,0.0,null,null,null,null,null,null,null,null,null,"[0.776314,0.776734,0.812585,0.788861,0.774344]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,3,0.1,P001,0,0,idle,645.038,217.944,0.0,0.0,171.12843672809035,558.871,210.197,-0.5035223931655066,-0.04527009156467292,462.89,288.531,-1.0643935250189827,0.41247966351821014,541.293,286.486,-0.6062405640089067,0.4005295748064821,729.287,225.796,0.4923144371023798,0.045883665801705505,-0.0009999999999763531,0.0009999999999763531,-0.0009999999999763531,0.0009999999999763531,0.0014142135623396532,0.0010000000000047748,0.0010000000000047748,0.0,0.0010000000000047748,0.0,-0.0010000000000047748,"[0.776159,0.776816,0.812993,0.790439,0.774302]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,4,0.133333,P001,0,0,idle,645.038,217.942,0.0,0.0,171.1278967351612,558.873,210.195,-0.503512294861834,-0.04527023441414306,462.888,288.529,-1.0644085708708075,0.4124809650950187,541.293,286.481,-0.606242476996936,0.40051330792706147,729.288,225.799,0.492321834179882,0.04591302850031256,-0.0009999999999763531,-0.0010000000000047748,0.0,-0.001999999999981128,0.001999999999981128,0.0028284271247998897,0.003162277660174491,0.002000000000066393,-0.0020000000000095497,0.0009999999999763531,0.0030000000000143245,"[0.776129,0.776085,0.813493,0.790659,0.773787]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,5,0.166667,P001,0,0,idle,645.035,217.946,0.0,0.0,171.12219531668006,558.875,210.194,-0.5034998519072971,-0.045300961606144066,462.889,288.526,-1.0644206595346626,0.4124538016204392,541.289,286.477,-0.6062685194518854,0.4004799019389389,729.284,225.801,0.49233239349277963,0.04590287066773229,-0.004000000000019099,0.002999999999985903,-0.0030000000000427463,0.003999999999990678,0.0050000000000181895,0.002236067977459624,0.004472135955008222,0.0019999999999527063,-0.0010000000000047748,-0.004000000000019099,0.001999999999981128,"[0.776446,0.776198,0.814847,0.792672,0.77419]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,6,0.2,P001,0,0,idle,645.03,217.946,0.0,0.0,171.11839441158858,558.876,210.193,-0.5034759722720109,-0.045307811744375114,462.888,288.526,-1.0644209269629803,0.4124629631004775,541.293,286.475,-0.6062293908069455,0.4004771096388867,729.281,225.802,0.49235501706118323,0.04590973417564959,-0.009000000000014552,0.002999999999985903,-0.0049999999999954525,0.0,0.0049999999999954525,0.0014142135623396532,0.003162277660210442,0.0009999999999763531,-0.0009999999999763531,-0.0030000000000427463,0.0010000000000047748,"[0.775273,0.776001,0.814576,0.792815,0.773581]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,7,0.233333,P001,0,0,idle,645.027,217.95,0.0,0.0,171.12038607366458,558.872,210.194,-0.5034759561780777,-0.04532481592614668,462.891,288.522,-1.0643734751836837,0.4124114117509055,541.292,286.476,-0.6062106472535876,0.40045491698751,729.279,225.803,0.49235513040352086,0.0458916683171777,-0.011999999999943611,0.0069999999999765805,-0.0029999999999290594,0.003999999999990678,0.004999999999949978,0.004123105625630455,0.002236067977459624,-0.004000000000019099,0.0009999999999763531,-0.0019999999999527063,0.0010000000000047748,"[0.774738,0.776899,0.815535,0.793919,0.773411]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,8,0.266667,P001,0,0,idle,645.036,217.952,0.0,0.0,171.12680972016042,558.87,210.196,-0.5035213368431583,-0.045323114552788084,462.892,288.524,-1.0643802703846093,0.4123959309204952,541.286,286.47,-0.6062755460097684,0.40039313601443205,729.284,225.799,0.49231327421909393,0.04585488394736056,-0.0030000000000427463,0.00899999999998613,0.008999999999900865,0.0020000000000095497,0.009219544457198185,0.002828427124719501,0.006403124237423474,-0.0019999999999527063,0.0020000000000095497,0.0049999999999954525,-0.003999999999990678,"[0.774599,0.777051,0.823284,0.794333,0.774222]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
pick_place_pilot_v1_E001,9,0.3,P001,0,0,idle,645.043,217.935,0.0,0.0,171.12807911327698,558.874,210.189,-0.5035351325539104,-0.045264342591449305,462.887,288.532,-1.0644424979457823,0.4125389612611079,541.241,286.464,-0.6065749147531133,0.40045444532009106,729.289,225.795,0.4922979351870943,0.045930510298062284,0.004000000000019099,-0.008000000000009777,0.007000000000061846,-0.016999999999995907,0.01838477631087,0.008062257748312368,0.006403124237441229,0.004000000000019099,-0.007000000000005002,0.0049999999999954525,-0.004000000000019099,"[0.776887,0.776903,0.824194,0.803304,0.774153]",true,valid,null,valid,true,Neck,shoulder_width,2,true,true,true,valid,valid,null,null,null,true,true,valid,valid,null,null,null,false,false,T06C_P001_raw_BODY_25,t07a_raw_v0.2.0
